X,Y,objectid,id_punto,nombreestablecimiento,direccion,codigo_mpio,municipio,barrio,linea_cuenca,estado,longitud,latitud
-75.564990220098,6.31003799037632,179,179,Gana Brisas,CR 67 B 116 08,05088,Medellín,Girardot,C2B,En servicio,-75.56499022,6.31003799
-75.5701092302186,6.30804205993743,180,180,Gana Florencia,CR 74 110 A 37,05001,Medellín,Santander,C2B,En servicio,-75.57010923,6.30804206
-75.5714353304276,6.30090706977215,181,181,Gana La 104,CL 104 72 01,05001,Medellín,Girardot,C2B,En servicio,-75.57143533,6.30090707
-75.5723863103435,6.29125248995251,182,182,Gana La 96,CL 96 68 52,05001,Medellín,Castilla,C2B,En servicio,-75.57238631,6.29125249
-75.5750516800635,6.30134595030457,183,183,Gana Pedregal,CR 76 103 08,05001,Medellín,Santander,C2B,En servicio,-75.57505168,6.30134595
-75.5715699995667,6.29093999977059,184,184,Gana Play Plus,CL 96 67 24,05001,Medellín,Castilla,C2B,En servicio,-75.57157,6.29094
-75.5727802799861,6.29390101996735,185,185,Gana Punto Nuevo,CR 70 97 121,05001,Medellín,Castilla,C2B,En servicio,-75.57278028,6.29390102
-75.5781863970615,6.30202035531742,186,186,Gana Servicios 12 De Octubre,CR 78 101 B B 14,05001,Medellín,Doce De Octubre Nº 1,C2B,En servicio,-75.5781864,6.30202035
-75.5718598203319,6.29166011001744,187,187,Gana Servicios Castilla,CR 68 96 60,05001,Medellín,Castilla,C2B,En servicio,-75.57185982,6.29166011
-75.563967320162,6.30111433956955,188,188,Gana Servicios Central Ganadera,CR 64 C 104 02 LOC 2 A,05001,Medellín,Belalcazar,C2B,En servicio,-75.56396732,6.30111434
-75.5660261599785,6.30166077001819,189,189,Gana Servicios Girardot,CL 104 64D 90,05001,Medellín,Girardot,C2B,En servicio,-75.56602616,6.30166077
-75.583490130449,6.28999645007607,190,190,Gana Servicios Kenedy,CR 79 92 11,05001,Medellín,Kennedy,C2B,En servicio,-75.58349013,6.28999645
-75.5850900003256,6.29962000028338,191,191,Gaviotas.Net,CL 98 85 A 01,05001,Medellín,Doce De Octubre Nº 1,C2B,En servicio,-75.58509,6.29962
-75.5663048901432,6.30075840020118,192,192,Girardot,CR 65 103 G 10,05001,Medellín,Girardot,C2B,En servicio,-75.56630489,6.3007584
-75.5638285996209,6.30968266964477,193,193,Granero Titos,CR 65 115 08,05088,Medellín,Girardot,C2B,En servicio,-75.5638286,6.30968267
-75.5735112903368,6.28601863992028,194,194,Guarderia,CR 67 92 D D 18,05001,Medellín,Castilla,C2B,En servicio,-75.57351129,6.28601864
-75.575598180048,6.29862618042905,195,195,La 101,Cl 101 74 18,05001,Medellín,Castilla,C2B,En servicio,-75.57559818,6.29862618
-75.5703578102274,6.29160032022524,196,196,La 66,CR 66 96 136,05001,Medellín,Castilla,C2B,En servicio,-75.57035781,6.29160032
-75.5796170396099,6.30056281014731,197,197,La 80 12 De Octubre,CR 80 N 101 A 12,05001,Medellín,Doce De Octubre Nº 1,C2B,En servicio,-75.57961704,6.30056281
-75.5819803795617,6.29169034019664,198,198,La 94,CL 94 77 12,05001,Medellín,Kennedy,C2B,En servicio,-75.58198038,6.29169034
-75.5735681896269,6.28380122974662,199,199,La Dinamarca,CR 67 90 19,05001,Medellín,Castilla,C2B,En servicio,-75.57356819,6.28380123
-75.5821807496841,6.2939614300608,200,200,La Raza,CR 80 95 a 80,05001,Medellín,Kennedy,C2B,En servicio,-75.58218075,6.29396143
-75.5754598098499,6.29515625036799,201,201,La Tienda De Pipo,CL 98 73 30,05001,Medellín,Castilla,C2B,En servicio,-75.57545981,6.29515625
-75.5809517501709,6.2988525001019,202,202,La Torre,CR 82 98 D 06,05001,Medellín,Kennedy,C2B,En servicio,-75.58095175,6.2988525
-75.5771737999036,6.28454429962962,203,203,Lopez La 91,CL 91 A 71 A 23,05001,Medellín,Castilla,C2B,En servicio,-75.5771738,6.2845443
-75.578484609888,6.29327050035916,204,204,Maracana,CL 96 74B 10,05001,Medellín,Castilla,C2B,En servicio,-75.57848461,6.2932705
-75.5805936897835,6.28889793962262,205,205,Mi Barcito,CL 92 75 24,05001,Medellín,Kennedy,C2B,En servicio,-75.58059369,6.28889794
-75.5737299995657,6.31302000004676,206,206,Micelanea Marisol,CR 63 CL 25 43,05088,Medellín,Santander,C2B,En servicio,-75.57373,6.31302
-75.5822237196974,6.28708621971764,207,207,Mickey Mouse,CL 90 76 03,05001,Medellín,Kennedy,C2B,En servicio,-75.58222372,6.28708622
-75.571863000368,6.29188599966726,208,208,Mil Variedades Castilla,Cra 68 N 92 F 09 ,05001,Medellín,Castilla,C2B,En servicio,-75.571863,6.291886
-75.5829000001894,6.29320000039273,209,209,Miramar,CL 9579A 08,05001,Medellín,Kennedy,C2B,En servicio,-75.5829,6.2932
-75.571254360322,6.29341281997188,210,210,Modulo San Judas,CR 68 97 132,05001,Medellín,Castilla,C2B,En servicio,-75.57125436,6.29341282
-75.5676910795598,6.30878724964182,211,211,Nueva Florencia,CL 113 68 A 97,05001,Medellín,Santander,C2B,En servicio,-75.56769108,6.30878725
-75.5710450699288,6.29449669964777,212,212,Nuevo San Judas,CR 68 98 99,05001,Medellín,Castilla,C2B,En servicio,-75.57104507,6.2944967
-75.5751637799295,6.28352435004071,213,213,Oficina Carlos Uribe,CL 91 A 69 15,05001,Medellín,Castilla,C2B,En servicio,-75.57516378,6.28352435
-75.5733926803799,6.28751374962489,214,214,Panaderia Dayana,CR 68 93 09,05001,Medellín,Castilla,C2B,En servicio,-75.57339268,6.28751375
-75.5790563902613,6.29743124042179,215,215,Partic 12 De Oct,CR 78 98 D 21 ,05001,Medellín,Doce De Octubre Nº 1,C2B,En servicio,-75.57905639,6.29743124
-75.5712347096752,6.30321970989481,216,216,Pedregal Qap,CR 74 105 A 9,05001,Medellín,Santander,C2B,En servicio,-75.57123471,6.30321971
-75.5850508598303,6.29950667008438,217,217,Picachito,CR 85 A 98 05,05001,Medellín,Kennedy,C2B,En servicio,-75.58505086,6.29950667
-75.5736744297822,6.28335782961929,218,218,Pista Zea,CL 91A 67 A 80,05001,Medellín,Castilla,C2B,En servicio,-75.57367443,6.28335783
-75.5717326799731,6.29204098996716,219,219,Ppal Qap,CR 68 96 114,05001,Medellín,Castilla,C2B,En servicio,-75.57173268,6.29204099
-75.5666712204211,6.30549264043929,220,220,Punto De Venta Tejelo,CR 67 108 11,05001,Medellín,Girardot,C2B,En servicio,-75.56667122,6.30549264
-75.5767899399012,6.291207709854,221,221,Punto Rojo,Cl 95 73 41,05001,Medellín,Castilla,C2B,En servicio,-75.57678994,6.29120771
-75.5725396303046,6.30796416985246,222,222,Santander La Frontera,CR 76 C 108 A 76,05001,Medellín,Santander,C2B,En servicio,-75.57253963,6.30796417
-75.5721000001945,6.30900000032679,223,223,Santandercito,CL 112 76 42,05001,Medellín,Santander,C2B,En servicio,-75.5721,6.309
-75.5717100002071,6.31153999975347,224,224,Terminal Barrio Nuevo,CR 62 N 21 B 10,05088,Medellín,Santander,C2B,En servicio,-75.57171,6.31154
-75.5765099997058,6.27804999966093,225,225,Tienda La Ventana De Cositas,CR 68 80 66,05001,Medellín,Caribe,C2B,En servicio,-75.57651,6.27805
-75.5856300001008,6.30034000027691,226,226,Tienda Minimercado El Descanso,CR 86 B 98 B 09,05001,Medellín,Doce De Octubre Nº 1,C2B,En servicio,-75.58563,6.30034
-75.55908686036,6.3054934002809,227,227,Toscana,CR 64 A 111F 06,05001,Medellín,Girardot,C2B,En servicio,-75.55908686,6.3054934
-75.5721410002024,6.28854700021478,228,228,Union Castilla,CR 67 94 119,05001,Medellín,Castilla,C2B,En servicio,-75.572141,6.288547
-75.5745899999064,6.30320000035585,229,229,Variedades Beatriz,CL 104 A 76 32,05001,Medellín,Girardot,C2B,En servicio,-75.57459,6.3032
-75.5824659998211,6.29543399981181,230,230,Variedades Ramval,CL 96 B 81 24,05001,Medellín,Kennedy,C2B,En servicio,-75.582466,6.295434
-75.5809283598375,6.29153060043111,231,231,Variedades Taly,CR 76 94 22,05001,Medellín,Kennedy,C2B,En servicio,-75.58092836,6.2915306
-75.5718221503788,6.28554430038757,232,232,Zea La 92,CL 92 C C 65 B 53,05001,Medellín,Castilla,C2B,En servicio,-75.57182215,6.2855443
-75.6103499999893,6.23273999980067,233,233,Accesorios Luna Y Papeleria,CL 31B 87D 6,05001,Medellín,Belen,C3,En servicio,-75.61035,6.23274
-75.592452819668,6.22107381968783,234,234,Aeroparque,CR 70 15 33,05001,Medellín,Las Playas,C3,En servicio,-75.59245282,6.22107382
-75.5819059002415,6.19329345962242,235,235,Aguacatala-210 (2),CR 49 12 SUR 0 (128)        ,05001,Medellín,Guayabal,C3,En servicio,-75.5819059,6.19329346
-75.5830349999086,6.22269000003272,236,236,Antioquia,CL 20 59 39,05001,Medellín,Trinidad,C3,En servicio,-75.583035,6.22269
-75.592557619824,6.24839115962073,237,237,Apuestas Nutabe,CR 73 42 37,05001,Medellín,Laureles,C3,En servicio,-75.59255762,6.24839116
-75.5941100002631,6.2114699999145,238,238,Arkadia,CRA 70 1 141 BURBUJA K3 01,05001,Medellín,Las Playas,C3,En servicio,-75.59411,6.21147
-75.5913489204396,6.24055313983238,239,239,Av Nutivara,TRANSVERSAL 39 B 70 83,05001,Medellín,Laureles,C3,En servicio,-75.59134892,6.24055314
-75.5870673395897,6.23980243029279,240,240,Av.Bolivariana,CL 34 66 A 17,05001,Medellín,Laureles,C3,En servicio,-75.58706734,6.23980243
-75.5829666596751,6.22655469971069,241,241,B. Antioquia,CL 25 59 47,05001,Medellín,Trinidad,C3,En servicio,-75.58296666,6.2265547
-75.5946273795611,6.23133147028081,242,242,Babalu,CL 30 74 01,05001,Medellín,Belen,C3,En servicio,-75.59462738,6.23133147
-75.5922242801749,6.23186743990516,243,243,Belen La 71,CR 71 30 63,05001,Medellín,Belen,C3,En servicio,-75.59222428,6.23186744
-75.6077560598092,6.23051685005556,244,244,Belén Los Alpes,CL 29B 84 49,05001,Medellín,Belen,C3,En servicio,-75.60775606,6.23051685
-75.6025234999416,6.21246140996834,245,245,Belen Rincon 2,CRA 79 2 138,05001,Medellín,El Rincon,C3,En servicio,-75.6025235,6.21246141
-75.6047571195731,6.23103564974818,246,246,Belén Vicuña,CL 30 82B 32,05001,Medellín,Belen,C3,En servicio,-75.60475712,6.23103565
-75.6052632995744,6.23103432988185,247,247,Brillante,CL 30 82C 34,05001,Medellín,Belen,C3,En servicio,-75.6052633,6.23103433
-75.6052632995744,6.23103432988185,248,248,Brillante (2),CL 30 82C 34,05001,Medellín,Belen,C3,En servicio,-75.6052633,6.23103433
-75.5911787202359,6.24976800959305,249,249,Calle Caliente,CR 72 42 40,05001,Medellín,Laureles,C3,En servicio,-75.59117872,6.24976801
-75.5874943896926,6.20449852034232,250,250,Centro Comercial El Rodeo,CL 6 SUR 52 50,05001,Medellín,Guayabal,C3,En servicio,-75.58749439,6.20449852
-75.5835680799611,6.2471877702541,251,251,Centro Comercial Tayrona,CR 65 42B 60,05001,Medellín,Laureles,C3,En servicio,-75.58356808,6.24718777
-75.6019284702705,6.22778903025777,252,252,Consumo,CR 81 26 12,05001,Medellín,Belen,C3,En servicio,-75.60192847,6.22778903
-75.6023745583692,6.22735872064349,253,253,Consumo Belen La Palma,CR 81 25 35,05001,Medellín,Belen,C3,En servicio,-75.60237456,6.22735872
-75.596420877704,6.23939443038229,254,254,Consumo Laureles,CL 33 A 72 107,05001,Medellín,Laureles,C3,En servicio,-75.59642088,6.23939443
-75.584855530155,6.22659316994319,255,255,Cootrasmede,CL 25 65B 58,05001,Medellín,Trinidad,C3,En servicio,-75.58485553,6.22659317
-75.5824022203343,6.20471469012136,256,256,Cristo Rey Qap,CR 50 E 2 SUR 59,05001,Medellín,Guayabal,C3,En servicio,-75.58240222,6.20471469
-75.5911319997563,6.2505329995894,257,257,Cruz Blanca,CR 72 44 A 05,05001,Medellín,Laureles,C3,Desactivado,-75.591132,6.250533
-75.593189999648,6.2485739996663,258,258,De Uno Laureles,CR 74 42 01 LOCAL 2,05001,Medellín,Laureles,C3,En servicio,-75.59319,6.248574
-75.5998109596861,6.24263125963083,259,259,"Distr,Licorera Y Cigarreria Vino Y Tinto",CL 42 C 82 106,05001,Medellín,Laureles,C3,En servicio,-75.59981096,6.24263126
-75.6077934800306,6.23249571989659,260,260,El Estanquillon,CR 84 45 AA 33,05001,Medellín,Belen,C3,En servicio,-75.60779348,6.23249572
-75.601558149676,6.20993328032248,261,261,El Nispero,CR 79 1 SUR 15,05001,Medellín,El Rincon,C3,En servicio,-75.60155815,6.20993328
-75.6045692998135,6.22575987026707,262,262,El Rey Altavista,CL 20A 82B 44,05001,Medellín,Belen,C3,En servicio,-75.6045693,6.22575987
-75.6051610003282,6.21586799960018,263,263,Euro Ciudad Del Parque,CR 81 A 4 G 40,05001,Medellín,El Rincon,C3,En servicio,-75.605161,6.215868
-75.5940960000194,6.24404300032851,264,264,Euro Laureles,TRANSVERSAL 39 B CIRCULAR 4 52,05001,Medellín,Laureles,C3,En servicio,-75.594096,6.244043
-75.5973152898082,6.22452152975887,265,265,F 2,CR 76 20 42,05001,Medellín,Las Playas,C3,En servicio,-75.59731529,6.22452153
-75.5839492001019,6.23587285974978,266,266,Fatima,CR 65B 32A 52,05001,Medellín,Belen,C3,En servicio,-75.5839492,6.23587286
-75.5860472909064,6.23872812956319,267,267,Fatima,CR 65 B 32 A 52,05001,Medellín,Belen,C3,En servicio,-75.58604729,6.23872813
-75.6053899997587,6.20311799999559,268,268,Fonda Josby,VEREDA MANZANILLO,05001,Medellín,El Rincon,C3,En servicio,-75.60539,6.203118
-75.5841410200594,6.23942491005564,269,269,Freestyle Exodo,CL 118 64 BB 62 ,05001,Medellín,Laureles,C3,En servicio,-75.58414102,6.23942491
-75.5964559901535,6.23404266984269,270,270,Frijol Verde,CR 76 32 35,05001,Medellín,Belen,C3,En servicio,-75.59645599,6.23404267
-75.5685344682542,6.23371986962402,271,271,Galerias De San Diego,CL 33 42 B 33,05001,Medellín,San Diego,C3,En servicio,-75.56853447,6.23371987
-75.5962746903662,6.23227869978697,272,272,Gana Belen Parque,CR 76 30A 32,05001,Medellín,Belen,C3,En servicio,-75.59627469,6.2322787
-75.5836383704372,6.22678180969078,273,273,Gana Servicios Barrio Antioquia,CR 65 25 25,05001,Medellín,Trinidad,C3,En servicio,-75.58363837,6.22678181
-75.5920995203516,6.22294937032108,274,274,Gana Servicios Belen Playas,CR 70 19 49,05001,Medellín,Las Playas,C3,En servicio,-75.59209952,6.22294937
-75.6020360902381,6.21362952002197,275,275,Gana Servicios Belen Rincon,CR 78B 3 68,05001,Medellín,El Rincon,C3,En servicio,-75.60203609,6.21362952
-75.6127675703364,6.23299196032697,276,276,Gana Servicios Belen Violetas,CL 31 88 34,05001,Medellín,Belen,C3,En servicio,-75.61276757,6.23299196
-75.5861878098747,6.20659524030578,277,277,Gana Servicios Guayabal,CR 52 2 SUR 06,05001,Medellín,Guayabal,C3,En servicio,-75.58618781,6.20659524
-75.5893940929565,6.24541565310575,278,278,Gana Servicios Laureles,CR 70 CIR 2 05,05001,Medellín,Laureles,C3,En servicio,-75.58939409,6.24541565
-75.5893940929565,6.24541565310575,279,279,Gana Servicios Laureles (2),CR 70 CIR 2 05,05001,Medellín,Laureles,C3,En servicio,-75.58939409,6.24541565
-75.5851239305922,6.21582249325945,280,280,Gana Servicios Terminal Del Sur,CR 65 8 B 91 INT 148,05001,Medellín,Trinidad,C3,En servicio,-75.58512393,6.21582249
-75.6045300003164,6.23242000014014,281,281,Ganaservicios Cc Los Molinos,CL 30 A 82 A 26 LOCAL 3129,05001,Medellín,La Candelaria,C3,En servicio,-75.60453,6.23242
-75.584269000343,6.21620299980427,282,282,Gildardo Monterey,CR 48 10 45 LOC 157,05001,Medellín,Trinidad,C3,En servicio,-75.584269,6.216203
-75.620282000146,6.22334599967457,283,283,Internet Civer Sabor,CL 18 110 A 50,05001,Medellín,Belen,C3,En servicio,-75.620282,6.223346
-75.5943526100685,6.22634403006281,284,284,La 25,CR 73 24 63,05001,Medellín,Las Playas,C3,En servicio,-75.59435261,6.22634403
-75.5993324900163,6.23890326018531,285,285,La 33,CL 33 78 174,05001,Medellín,Laureles,C3,En servicio,-75.59933249,6.23890326
-75.5839156498227,6.22572881023153,286,286,La 65,CR 65 24 15,05001,Medellín,Trinidad,C3,En servicio,-75.58391565,6.22572881
-75.5887488896818,6.24924915968742,287,287,La 70 Qap,CR 70 CIR 2 05,05001,Medellín,Laureles,C3,En servicio,-75.58874889,6.24924916
-75.5887488896818,6.24924915968742,288,288,La 70 Qap (2),CR 70 43 04         ,05001,Medellín,Laureles,C3,En servicio,-75.58874889,6.24924916
-75.5940457401776,6.24973353980997,289,289,La 74,CL 44 74 01,05001,Medellín,Laureles,C3,En servicio,-75.59404574,6.24973354
-75.5940457401776,6.24973353980997,290,290,La 74 (2),CL 44 74 01,05001,Medellín,Laureles,C3,En servicio,-75.59404574,6.24973354
-75.5848700002176,6.22437000041884,291,291,La Cancha,CL 23 65B 92,05001,Medellín,Trinidad,C3,En servicio,-75.58487,6.22437
-75.5966130596826,6.21350775875514,292,292,La Mota,DG 75 B 2 A 143 INT 101,05001,Medellín,El Rincon,C3,En servicio,-75.59661306,6.21350776
-75.5966130596826,6.21350775875514,293,293,La Mota (2),DG 75 B 2 A 143 INT 101,05001,Medellín,El Rincon,C3,En servicio,-75.59661306,6.21350776
-75.6024134302682,6.22648261992372,294,294,La Nubia,CL 21 80 A A 107,05001,Medellín,Belen,C3,En servicio,-75.60241343,6.22648262
-75.6012654596919,6.23112927987645,295,295,La Ochenta,CL 30 80 130,05001,Medellín,Belen,C3,En servicio,-75.60126546,6.23112928
-75.6018589128197,6.22759664110552,296,296,La Palma,CL 28 80A 32,05001,Medellín,Belen,C3,En servicio,-75.60185891,6.22759664
-75.6018807697289,6.21284518032297,297,297,La Ruta,CR 78B 2A 23,05001,Medellín,El Rincon,C3,En servicio,-75.60188077,6.21284518
-75.5961768898829,6.22876092043835,298,298,Las Delicias,CL 27 75 92,05001,Medellín,Belen,C3,En servicio,-75.59617689,6.22876092
-75.5932003599182,6.22048315012237,299,299,Las Palmas,CL 14 70 71,05001,Medellín,Las Playas,C3,En servicio,-75.59320036,6.22048315
-75.5924074295933,6.24690791981902,300,300,Laureles Parque,CR 70 43 06,05001,Medellín,Laureles,C3,En servicio,-75.59240743,6.24690792
-75.5892081003702,6.24918141038953,301,301,Ley 70,CL 44 70 35,05001,Medellín,Laureles,C3,En servicio,-75.5892081,6.24918141
-75.598513750195,6.23213805039749,302,302,Liceo,CL 30A 78 50,05001,Medellín,Belen,C3,En servicio,-75.59851375,6.23213805
-75.5966848997525,6.23845389958801,303,303,Los Almendros,CR 76 32F 7,05001,Medellín,Laureles,C3,En servicio,-75.5966849,6.2384539
-75.591678209585,6.23418686037127,304,304,Los Rosales (Iglesia De Rosales),CR 70 31 87,05001,Medellín,Belen,C3,En servicio,-75.59167821,6.23418686
-75.5805720197239,6.219186679783,305,305,Luker,CR 52 16 07,05001,Medellín,Trinidad,C3,En servicio,-75.58057202,6.21918668
-75.5976880780747,6.21480532277325,306,306,Mall La Gran Via,DG 75B 61 05 LOCAL 102,05001,Medellín,El Rincon,C3,En servicio,-75.59768808,6.21480532
-75.5949523100809,6.22377863978824,307,307,Manhatan,CR 73 20 16,05001,Medellín,Las Playas,C3,En servicio,-75.59495231,6.22377864
-75.5803575298818,6.22644610003037,308,308,Marmoleria,CL 25 54 47,05001,Medellín,Trinidad,C3,En servicio,-75.58035753,6.2264461
-75.6021485997359,6.21456088985854,309,309,Mercados Multimerca,CR 78B 3B 3,05001,Medellín,El Rincon,C3,En servicio,-75.6021486,6.21456089
-75.5979709997785,6.21526900020703,310,310,Mercoop S.A.S,CR 5 75 B 25,05001,Medellín,El Rincon,C3,En servicio,-75.597971,6.215269
-75.5884803401242,6.25101904034839,311,311,Metro Estacion Metro,CR 70 45E 95,05001,Medellín,Laureles,C3,En servicio,-75.58848034,6.25101904
-75.597002609614,6.22938337993027,312,312,Moll De La 77,CR 77 28 38,05001,Medellín,Belen,C3,En servicio,-75.59700261,6.22938338
-75.5754200001097,6.22617999990951,313,313,Monterrey Gs,CR 48 10 45 LOCAL 1237,05001,Medellín,La Candelaria,C3,En servicio,-75.57542,6.22618
-75.5797470797305,6.19376023975803,314,314,Nuevo Aguacatala,CR 48 12 SUR 00 LOCAL 106,05001,Medellín,El Poblado,C3,En servicio,-75.57974708,6.19376024
-75.6063793098896,6.2199934696582,315,315,Nuevo Michigan,CL 9 83AA 12 INT 101,05001,Medellín,Belen,C3,En servicio,-75.60637931,6.21999347
-75.5961612097896,6.2309093203106,316,316,Oficina Belen Parque Ley,CR 76 29 20,05001,Medellín,Belen,C3,En servicio,-75.59616121,6.23090932
-75.5965541301999,6.22722598026078,317,317,Oficina Belen San Bernardo,CL 25 75 80,05001,Medellín,Belen,C3,En servicio,-75.59655413,6.22722598
-75.6006911802055,6.22584599016906,318,318,Oficina La 80,CR 80 20A 177,05001,Medellín,Belen,C3,En servicio,-75.60069118,6.22584599
-75.596974140206,6.23203151025255,319,319,Oficina Parque Belen 1,CL 30A 76 69,05001,Medellín,Belen,C3,En servicio,-75.59697414,6.23203151
-75.5983442803217,6.21916949970103,320,320,On Link Net,CL 9 A A 75 A 04,05001,Medellín,Las Playas,C3,En servicio,-75.59834428,6.2191695
-75.5925461195917,6.23231538983874,321,321,Palasanz,CL 30 A 71 46,05001,Medellín,Belen,C3,En servicio,-75.59254612,6.23231539
-75.6096880000154,6.22236400027638,322,322,Papeleria,CR 87 A 18 A 24,05001,Medellín,Belen,C3,En servicio,-75.609688,6.222364
-75.5875075697744,6.22153060994782,323,323,Piamonte,CR 66 16 B 7,05001,Medellín,Trinidad,C3,En servicio,-75.58750757,6.22153061
-75.5969430899382,6.23203228002425,324,324,Pinki Carlos Uribe,CL 30A 76 57,05001,Medellín,Belen,C3,En servicio,-75.59694309,6.23203228
-75.5517129998244,6.30625500031106,325,325,Playon,CL 12 50 20,05001,Medellín,La Frontera,C3,En servicio,-75.551713,6.306255
-75.588914099744,6.20788019991754,326,326,Plaza De Sabores,CL 2 SUR 65 126,05001,Medellín,Belen Playas,C3,En servicio,-75.5889141,6.2078802
-75.5741060002077,6.22971900019748,327,327,Punto Clave,CL 27 46 70,05001,Medellín,La Candelaria,C3,En servicio,-75.574106,6.229719
-75.5730412495593,6.22676664003526,328,328,Restaurante Barrio Colombia,CR 44 N 25 76,05001,Medellín,El Poblado,C3,En servicio,-75.57304125,6.22676664
-75.5967705002159,6.2312535196225,329,329,Rey 30,CL 30 76A 05,05001,Medellín,Belen,C3,En servicio,-75.5967705,6.23125352
-75.5969186297113,6.22617344963284,330,330,Rey De La 76,CR 76 23 14,05001,Medellín,Belen,C3,En servicio,-75.59691863,6.22617345
-75.5984399598826,6.21921033967867,331,331,Salsamentaria Las Margaritas,CL 9 AA 75 A 24,05001,Medellín,Las Playas,C3,En servicio,-75.59843996,6.21921034
-75.5800942300788,6.2212531301995,332,332,Santa Fe,CL 19 52 02,05001,Medellín,Trinidad,C3,En servicio,-75.58009423,6.22125313
-75.5977076200253,6.24291315997336,333,333,Santa Teresita,CR 77 35 10,05001,Medellín,Laureles,C3,En servicio,-75.59770762,6.24291316
-75.5970635504245,6.24178134010108,334,334,Santa Teresita La 76,CR 73 40 20,05001,Medellín,Laureles,C3,En servicio,-75.59706355,6.24178134
-75.591047419779,6.23220637967431,335,335,Serví Teca,CL 30A 69C 03,05001,Medellín,Belen,C3,En servicio,-75.59104742,6.23220638
-75.5876025998534,6.24757063027457,336,336,Superfharma,CL 42 69 107,05001,Medellín,Laureles,C3,En servicio,-75.5876026,6.24757063
-75.6023160699594,6.21238416022665,337,337,Supermercado El Naranjo,CR 79 2 10,05001,Medellín,El Rincon,C3,En servicio,-75.60231607,6.21238416
-75.5957228597787,6.24409997016376,338,338,Supertodo Mickey Mouse,CR 70 45E 95,05001,Medellín,Laureles,C3,En servicio,-75.59572286,6.24409997
-75.6011218604004,6.20786197013547,339,339,Sv Rio Claro,CR 79 2C 43,05001,Medellín,El Rincon,C3,En servicio,-75.60112186,6.20786197
-75.5971311603277,6.22588642955615,340,340,Tecnoapuestas,CR 76 22 25,05001,Medellín,Belen,C3,En servicio,-75.59713116,6.22588643
-75.5394800001017,6.28646999989017,341,341,Tecnologia Infinity,CL 9AA 75 18,05001,Medellín,Las Playas,C3,En servicio,-75.53948,6.28647
-75.585143934277,6.21591609305656,342,342,Terminal Del Sur Loc 061,CR 65 8 B 91,05001,Medellín,Trinidad,C3,En servicio,-75.58514393,6.21591609
-75.5852204896038,6.21621712580854,343,343,Terminal Del Sur Loc 113,CR 65 8 B 91,05001,Medellín,Trinidad,C3,En servicio,-75.58522049,6.21621713
-75.6093234996057,6.23117171205064,344,344,Terminal Metroplus,CR 86 30 03,05001,Medellín,Belen,C3,En servicio,-75.6093235,6.23117171
-75.6164974903805,6.22189653017542,345,345,Tienda,CR 92 C 17 115,05001,Medellín,Belen,C3,En servicio,-75.61649749,6.22189653
-75.5894836100746,6.19887237991237,346,346,Tortas Y Tortas,CR 52 10 B SUR 27,05001,Medellín,Guayabal,C3,En servicio,-75.58948361,6.19887238
-75.6138099996466,6.23384000004725,347,347,Udem,CL 30 85 04,05001,Medellín,Belen,C3,En servicio,-75.61381,6.23384
-75.5866358302497,6.24013463980384,348,348,Unicentro,CR 66A 34 40,05001,Medellín,Laureles,C3,En servicio,-75.58663583,6.24013464
-75.5866358302497,6.24013463980384,349,349,Unicentro (2),CR 66A 34 40,05001,Medellín,Laureles,C3,En servicio,-75.58663583,6.24013464
-75.5962939996532,6.22263300018852,350,350,Variedades Andrea,CR 74 A CALLE 17 19,05001,Medellín,Las Playas,C3,En servicio,-75.596294,6.222633
-75.5892438892511,6.24674879678191,351,351,Videos La 70,CR 76 34 A 37,05001,Medellín,Laureles,C3,En servicio,-75.58924389,6.2467488
-75.6076100000322,6.23249000019416,352,352,Violet,CR 84 NRO 31 02,05001,Medellín,Belen,C3,En servicio,-75.60761,6.23249
-75.6559169996571,6.18416499974247,353,353,901Mall Cootrasana,CRRA 79 42 SUR 26,05001,Itagui,Itagui,C4,En servicio,-75.655917,6.184165
-75.5819059002415,6.19329345962242,354,354,Aguacatala 210,CR 49 12 SUR 0 (128),05001,Medellín,Guayabal,C4,En servicio,-75.5819059,6.19329346
-75.6148697736283,6.17654976579458,355,355,Almacen Y Confecciones Rosa,VEREDA LOS ZULETA,05360,Itagui,Itagui,C4,En servicio,-75.61486977,6.17654977
-75.5930322698572,6.19949528021094,356,356,Altos De La Colina,CR 53 EE 11B SUR 05,05001,Medellín,Guayabal,C4,En servicio,-75.59303227,6.19949528
-75.649670000187,6.18773000035845,357,357,Ambar Perfum,CL 36 68 26,05001,Medellín,Resto San Antonio De Prado,C4,En servicio,-75.64967,6.18773
-75.5925019997349,6.18964499995901,358,358,Apuestas Ya 2,CL 83 50 A 30,05360,Itagui,Itagui,C4,En servicio,-75.592502,6.189645
-75.5908999999527,6.19236999967244,359,359,Arias Talabarteria,CL 86 51 28,05360,Itagui,Itagui,C4,En servicio,-75.5909,6.19237
-75.5991446603753,6.18210055988975,360,360,Aristi Moto,CR 52 68 03,05360,Itagui,Itagui,C4,En servicio,-75.59914466,6.18210056
-75.5862540399657,6.20642855967263,361,361,Avenida Qap,CR 52 2 SUR 34,05001,Medellín,Guayabal,C4,En servicio,-75.58625404,6.20642856
-75.6575444316433,6.1848162737843,362,362,Barichara,CL 52 SUR 70 06,05001,Medellín,Resto San Antonio De Prado,C4,En servicio,-75.65754443,6.18481627
